   0.2 107.376 |########################################
   0.4  66.391 |########################################
   0.6   0.391 |
   0.8   0.210 |
   1.0   0.091 |
   1.2   0.528 |#
   1.4   0.085 |
   1.6   0.076 |
   1.8   0.057 |
   2.0   0.060 |
   2.2   0.011 |
   2.4   0.010 |
   2.6   0.007 |
   2.8   0.006 |
   3.0   0.005 |
   3.2   0.005 |
   3.4   0.006 |
   3.6   0.561 |#
   3.8   0.005 |
   4.0   0.491 |
   4.2   0.005 |
   4.4   0.157 |
   4.6   0.005 |
   4.8   0.240 |
   5.0   0.004 |
   5.2   0.092 |
   5.4   0.111 |
   5.6   0.004 |
   5.8   0.069 |
   6.0   0.001 |
   6.2   0.001 |
   6.4   0.000 |
   6.6   0.001 |
   6.8  11.765 |#######################
   7.0  84.414 |########################################
   7.2   0.230 |
   7.4   5.768 |###########
   7.6   5.328 |##########
   7.8   0.012 |
   8.0   0.003 |
   8.2   0.012 |
   8.4   0.011 |
   8.6   0.017 |
   8.8   0.007 |
   9.0   0.017 |
   9.2   0.004 |
   9.4   0.004 |
   9.6   0.474 |
   9.8 101.805 |########################################
  10.0   0.057 |
  10.2   0.104 |
  10.4   0.029 |
  10.6   1.032 |##
  10.8   0.030 |
  11.0   0.008 |
  11.2   0.028 |
  11.4   0.007 |
  11.6   0.388 |
  11.8   0.045 |
  12.0   0.032 |
  12.2   0.008 |
  12.4   0.010 |
  12.6   0.009 |
  12.8   0.201 |
  13.0   0.092 |
  13.2   0.005 |
  13.4   0.037 |
  13.6   0.007 |
  13.8   0.002 |
  14.0   0.018 |
  14.2   0.005 |
  14.4   0.004 |
  14.6   0.000 |
  14.8   0.005 |
  15.0   0.000 |
  15.2   0.002 |
  15.4   0.069 |
  15.6   0.837 |#
  15.8   0.051 |
  16.0   0.005 |
  16.2   0.644 |#
  16.4   0.004 |
  16.6   0.007 |
  16.8   0.003 |
  17.0   0.003 |
  17.2   0.143 |
  17.4   0.004 |
  17.6   0.002 |
  17.8   0.006 |
  18.0   0.003 |
  18.2   0.087 |
  18.4   0.135 |
  18.6   0.049 |
  18.8   0.003 |
  19.0   0.002 |
  19.2   0.061 |
  19.4   0.010 |
  19.6   0.161 |
  19.8   0.040 |
  20.0   2.414 |####
  20.2   0.005 |
  20.4   0.819 |#
  20.6   0.813 |#
  20.8   0.021 |
  21.0   0.049 |
  21.2   0.728 |#
  21.4   0.654 |#
  21.6   0.943 |#
  21.8   0.385 |
  22.0   0.005 |
  22.2   0.007 |
  22.4   0.002 |
  22.6   0.009 |
  22.8   0.032 |
  23.0   0.003 |
  23.2   0.037 |
  23.4   0.070 |
  23.6   0.134 |
  23.8   0.059 |
  24.0   0.063 |
  24.2   0.065 |
  24.4   0.028 |
  24.6   0.002 |
  24.8   0.023 |
  25.0   0.003 |
  25.2   0.020 |
  25.4   0.023 |
  25.6   0.093 |
  25.8   0.070 |
  26.0   0.021 |
  26.2   0.025 |
  26.4   0.001 |
  26.6   0.002 |
  26.8   0.064 |
  27.0   0.106 |
  27.2   0.297 |
  27.4   0.228 |
  27.6   0.543 |#
  27.8   1.556 |###
  28.0   1.228 |##
  28.2   1.021 |##
  28.4   0.687 |#
  28.6   0.246 |
  28.8   0.534 |#
  29.0   0.138 |
  29.2   0.022 |
  29.4   0.001 |
  29.6   0.001 |
  29.8   0.001 |
  30.0   0.004 |
  30.2   0.001 |
  30.4   0.000 |
  30.6  85.596 |########################################
  30.8 105.878 |########################################
