   0.2 110.970 |########################################
   0.4  62.910 |########################################
   0.6   0.636 |#
   0.8   0.266 |
   1.0   0.057 |
   1.2   0.505 |#
   1.4   0.064 |
   1.6   0.066 |
   1.8   0.028 |
   2.0   0.017 |
   2.2   0.014 |
   2.4   0.015 |
   2.6   0.013 |
   2.8   0.014 |
   3.0   0.013 |
   3.2   0.013 |
   3.4   0.013 |
   3.6   0.013 |
   3.8   0.013 |
   4.0   0.013 |
   4.2   0.808 |#
   4.4   0.007 |
   4.6   0.007 |
   4.8   0.007 |
   5.0   0.007 |
   5.2   0.067 |
   5.4   0.013 |
   5.6   0.844 |#
   5.8   0.004 |
   6.0   0.002 |
   6.2   0.002 |
   6.4   0.001 |
   6.6   0.007 |
   6.8   0.001 |
   7.0   0.011 |
   7.2   0.773 |#
   7.4   0.012 |
   7.6   0.002 |
   7.8   0.011 |
   8.0   0.002 |
   8.2   0.001 |
   8.4   0.055 |
   8.6   0.002 |
   8.8   1.205 |##
   9.0   0.003 |
   9.2   0.001 |
   9.4   0.002 |
   9.6   0.001 |
   9.8   0.002 |
  10.0   0.001 |
  10.2   0.554 |#
  10.4   0.023 |
  10.6   0.634 |#
  10.8   0.052 |
  11.0   0.006 |
  11.2   0.001 |
  11.4   0.005 |
  11.6   0.014 |
  11.8   0.018 |
  12.0  55.893 |########################################
  12.2  42.737 |########################################
  12.4   0.629 |#
  12.6   0.140 |
  12.8   0.088 |
  13.0   0.430 |
  13.2   0.557 |#
  13.4   0.093 |
  13.6   0.077 |
  13.8   0.017 |
  14.0   0.030 |
  14.2   0.004 |
  14.4  77.989 |########################################
  14.6   3.441 |######
  14.8   0.669 |#
  15.0   0.123 |
  15.2   0.093 |
  15.4   0.157 |
  15.6   0.112 |
  15.8   0.012 |
  16.0   0.029 |
  16.2   0.058 |
  16.4   0.047 |
  16.6   0.086 |
  16.8   0.048 |
  17.0   0.016 |
  17.2   0.003 |
  17.4   0.003 |
  17.6  11.600 |#######################
  17.8  70.028 |########################################
  18.0   1.631 |###
  18.2   0.090 |
  18.4   2.046 |####
  18.6   1.407 |##
  18.8   0.094 |
  19.0   0.459 |
  19.2   0.578 |#
  19.4   0.102 |
  19.6   0.081 |
  19.8   0.056 |
  20.0   0.052 |
  20.2   0.023 |
  20.4  74.494 |########################################
  20.6   8.042 |################
  20.8   0.502 |#
  21.0   0.040 |
  21.2   0.025 |
  21.4   0.039 |
  21.6   0.053 |
  21.8   0.031 |
  22.0   0.041 |
  22.2   0.053 |
  22.4   0.010 |
  22.6   0.002 |
  22.8   0.085 |
  23.0   0.031 |
  23.2   0.025 |
  23.4   0.024 |
  23.6   3.415 |######
  23.8   0.049 |
  24.0   0.007 |
  24.2   0.002 |
  24.4   0.251 |
  24.6   0.283 |
  24.8   0.002 |
  25.0   0.009 |
  25.2  42.838 |########################################
  25.4 105.761 |########################################
