   0.2 110.970 |########################################
   0.4  62.909 |########################################
   0.6   0.513 |#
   0.8   0.205 |
   1.0   0.096 |
   1.2   0.515 |#
   1.4   0.085 |
   1.6   0.069 |
   1.8   0.061 |
   2.0   0.050 |
   2.2   0.029 |
   2.4   0.017 |
   2.6   0.016 |
   2.8   0.015 |
   3.0   0.015 |
   3.2   0.015 |
   3.4   0.014 |
   3.6   0.569 |#
   3.8   0.014 |
   4.0   0.500 |
   4.2   0.014 |
   4.4   0.165 |
   4.6   0.013 |
   4.8   0.248 |
   5.0   0.009 |
   5.2   0.186 |
   5.4   0.018 |
   5.6   0.071 |
   5.8   0.002 |
   6.0   0.001 |
   6.2   0.001 |
   6.4   0.000 |
   6.6   0.000 |
   6.8  36.224 |########################################
   7.0  64.825 |########################################
   7.2   0.315 |
   7.4   8.020 |################
   7.6   2.990 |#####
   7.8   0.011 |
   8.0   0.015 |
   8.2   0.007 |
   8.4   0.001 |
   8.6   0.007 |
   8.8   0.001 |
   9.0   0.003 |
   9.2  36.110 |########################################
   9.4  66.803 |########################################
   9.6   0.060 |
   9.8   0.078 |
  10.0   0.019 |
  10.2   0.085 |
  10.4   1.019 |##
  10.6   0.028 |
  10.8   0.009 |
  11.0   0.010 |
  11.2   0.036 |
  11.4   0.406 |
  11.6   0.032 |
  11.8   0.006 |
  12.0   0.005 |
  12.2   0.014 |
  12.4   0.006 |
  12.6   0.205 |
  12.8   0.086 |
  13.0   0.011 |
  13.2   0.002 |
  13.4   0.040 |
  13.6   0.011 |
  13.8   0.019 |
  14.0   0.002 |
  14.2   0.002 |
  14.4   0.004 |
  14.6   0.001 |
  14.8   0.008 |
  15.0   0.002 |
  15.2   0.054 |
  15.4   0.057 |
  15.6   0.889 |#
  15.8   0.017 |
  16.0   0.649 |#
  16.2   0.005 |
  16.4   0.013 |
  16.6   0.002 |
  16.8   0.011 |
  17.0   0.130 |
  17.2   0.037 |
  17.4   0.007 |
  17.6   0.001 |
  17.8   0.005 |
  18.0   0.089 |
  18.2   0.115 |
  18.4   0.045 |
  18.6   0.007 |
  18.8   0.001 |
  19.0   0.064 |
  19.2   0.010 |
  19.4   1.314 |##
  19.6   1.445 |##
  19.8   0.039 |
  20.0   2.385 |####
  20.2   0.001 |
  20.4   0.807 |#
  20.6   0.799 |#
  20.8   0.044 |
  21.0   0.004 |
  21.2   0.154 |
  21.4   0.877 |#
  21.6   0.007 |
  21.8   0.947 |#
  22.0   0.080 |
  22.2   0.003 |
  22.4   0.004 |
  22.6   0.004 |
  22.8   0.008 |
  23.0   0.022 |
  23.2   0.011 |
  23.4   0.053 |
  23.6   0.123 |
  23.8   0.076 |
  24.0   0.053 |
  24.2   0.060 |
  24.4   0.051 |
  24.6   0.003 |
  24.8   0.021 |
  25.0   0.037 |
  25.2   0.028 |
  25.4   0.021 |
  25.6   0.086 |
  25.8   0.051 |
  26.0   0.030 |
  26.2   0.021 |
  26.4   0.033 |
  26.6   0.037 |
  26.8   0.004 |
  27.0   0.081 |
  27.2   0.224 |
  27.4   0.371 |
  27.6   0.248 |
  27.8   0.666 |#
  28.0   1.307 |##
  28.2   1.695 |###
  28.4   0.880 |#
  28.6   0.327 |
  28.8   0.445 |
  29.0   0.356 |
  29.2   0.167 |
  29.4   0.026 |
  29.6   0.002 |
  29.8   0.002 |
  30.0   0.008 |
  30.2   0.015 |
  30.4   0.001 |
  30.6   0.001 |
  30.8  64.326 |########################################
  31.0 106.555 |########################################
