   0.2 110.970 |########################################
   0.4  62.754 |########################################
   0.6   0.516 |#
   0.8   0.212 |
   1.0   0.076 |
   1.2   0.505 |#
   1.4   0.072 |
   1.6   0.084 |
   1.8   0.042 |
   2.0   0.020 |
   2.2   0.006 |
   2.4   0.008 |
   2.6   0.005 |
   2.8   0.004 |
   3.0   0.003 |
   3.2   0.004 |
   3.4   0.003 |
   3.6   1.184 |##
   3.8   0.057 |
   4.0   0.013 |
   4.2   0.003 |
   4.4   0.001 |
   4.6   0.013 |
   4.8   0.007 |
   5.0   0.010 |
   5.2   0.122 |
   5.4   0.061 |
   5.6   0.128 |
   5.8   0.221 |
   6.0   0.277 |
   6.2   0.222 |
   6.4   0.367 |
   6.6   0.385 |
   6.8   0.206 |
   7.0   0.157 |
   7.2   0.059 |
   7.4   0.063 |
   7.6   0.001 |
   7.8   0.004 |
   8.0   0.003 |
   8.2   0.000 |
   8.4   0.068 |
   8.6   0.002 |
   8.8   0.016 |
   9.0   0.004 |
   9.2   0.017 |
   9.4   0.024 |
   9.6   0.054 |
   9.8   0.023 |
  10.0   1.060 |##
  10.2   0.059 |
  10.4   0.028 |
  10.6   0.035 |
  10.8   0.045 |
  11.0   0.083 |
  11.2   0.125 |
  11.4   0.086 |
  11.6   0.097 |
  11.8   0.086 |
  12.0   0.303 |
  12.2   0.009 |
  12.4   0.006 |
  12.6   0.011 |
  12.8   0.028 |
  13.0   0.011 |
  13.2   0.003 |
  13.4   0.004 |
  13.6   0.046 |
  13.8   0.011 |
  14.0   0.025 |
  14.2   0.043 |
  14.4   0.003 |
  14.6   0.019 |
  14.8   0.002 |
  15.0   0.007 |
  15.2   0.003 |
  15.4   0.051 |
  15.6   0.044 |
  15.8   0.004 |
  16.0   0.003 |
  16.2   0.016 |
  16.4   0.026 |
  16.6   0.091 |
  16.8   0.001 |
  17.0   0.000 |
  17.2   0.036 |
  17.4   0.003 |
  17.6   0.002 |
  17.8   0.009 |
  18.0   0.001 |
  18.2   0.003 |
  18.4   0.000 |
  18.6   0.003 |
  18.8   0.000 |
  19.0   0.002 |
  19.2   0.000 |
  19.4   1.045 |##
  19.6   0.001 |
  19.8   0.001 |
  20.0   0.000 |
  20.2   0.001 |
  20.4   0.900 |#
  20.6   0.887 |#
  20.8   0.059 |
  21.0   0.001 |
  21.2   0.000 |
  21.4   0.000 |
  21.6  43.239 |########################################
  21.8 107.085 |########################################
