   0.2 110.970 |########################################
   0.4  62.902 |########################################
   0.6   0.505 |#
   0.8   0.208 |
   1.0   0.532 |#
   1.2   0.153 |
   1.4   0.069 |
   1.6   0.066 |
   1.8   0.041 |
   2.0   0.024 |
   2.2   0.005 |
   2.4   0.005 |
   2.6   0.004 |
   2.8   0.004 |
   3.0   0.004 |
   3.2   0.004 |
   3.4   0.004 |
   3.6   0.004 |
   3.8   0.004 |
   4.0   0.801 |#
   4.2   0.004 |
   4.4   0.004 |
   4.6   0.004 |
   4.8   0.004 |
   5.0   0.003 |
   5.2   0.073 |
   5.4   0.010 |
   5.6   0.842 |#
   5.8   0.006 |
   6.0   0.004 |
   6.2   0.003 |
   6.4   0.002 |
   6.6   0.006 |
   6.8   0.001 |
   7.0   0.777 |#
   7.2   0.003 |
   7.4   0.010 |
   7.6   0.002 |
   7.8   0.008 |
   8.0   0.002 |
   8.2   0.001 |
   8.4   0.059 |
   8.6   0.007 |
   8.8   1.202 |##
   9.0   0.008 |
   9.2   0.009 |
   9.4   0.007 |
   9.6   0.008 |
   9.8   0.006 |
  10.0   0.002 |
  10.2   0.547 |#
  10.4   0.023 |
  10.6   0.636 |#
  10.8   0.061 |
  11.0   0.009 |
  11.2   0.004 |
  11.4   0.003 |
  11.6   0.035 |
  11.8   0.010 |
  12.0  64.673 |########################################
  12.2  27.068 |########################################
  12.4   0.075 |
  12.6   0.280 |
  12.8   0.114 |
  13.0   0.761 |#
  13.2   0.205 |
  13.4   0.041 |
  13.6   0.063 |
  13.8   0.038 |
  14.0   0.043 |
  14.2  31.533 |########################################
  14.4  56.135 |########################################
  14.6   0.691 |#
  14.8   0.071 |
  15.0   0.030 |
  15.2   0.028 |
  15.4   0.135 |
  15.6   0.083 |
  15.8   0.012 |
  16.0   0.006 |
  16.2   0.022 |
  16.4   0.011 |
  16.6   0.088 |
  16.8   0.009 |
  17.0   0.001 |
  17.2   0.000 |
  17.4   0.028 |
  17.6  73.814 |########################################
  17.8  18.730 |#####################################
  18.0   0.012 |
  18.2   0.422 |
  18.4   1.803 |###
  18.6   0.430 |
  18.8   0.035 |
  19.0   0.836 |#
  19.2   0.124 |
  19.4   0.007 |
  19.6   0.002 |
  19.8   0.027 |
  20.0   0.007 |
  20.2   0.495 |
  20.4  79.835 |########################################
  20.6   1.060 |##
  20.8   0.046 |
  21.0   0.112 |
  21.2   0.122 |
  21.4   0.097 |
  21.6   0.112 |
  21.8   0.084 |
  22.0   0.057 |
  22.2   0.059 |
  22.4   0.051 |
  22.6   0.023 |
  22.8   0.023 |
  23.0   0.080 |
  23.2   0.024 |
  23.4   3.413 |######
  23.6   0.017 |
  23.8   0.025 |
  24.0   0.001 |
  24.2   0.184 |
  24.4   0.307 |
  24.6   0.103 |
  24.8   0.002 |
  25.0   0.003 |
  25.2  85.572 |########################################
  25.4 105.699 |########################################
